case_diary_number,case_recno,case_start,case_closed,case_title,document_date,document_description,document_category,inspection_result_wording,classification,asset_type,asset_identifiers,asset_count,property_designation,address,district,later_approved_in_case,source_case_url
2026-13668,1325095,2026-08-18,2026-08-24,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, L2991437",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L2991437,1,Släggan 14,Hornsbruksgatan 23,Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325095?dataSource=Active
2026-13669,1325096,2026-08-18,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, D1599678",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1599678,1,Hemgården 2,Blommensbergsvägen 166,Aspudden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325096?dataSource=Active
2026-13670,1325097,2026-08-18,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, 2 st, D1703614, D1703617",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1703614 D1703617,2,Keflavik 1,"Isafjordsgatan 32B, Isafjordsgatan 32C",Kista,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325097?dataSource=Active
2026-13671,1325098,2026-08-18,2026-08-27,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, 3 st, L9025334, L9025343, L9025352",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9025334 L9025343 L9025352,3,Släggan 3,"Hornsgatan 172, Långholmsgatan 27",Södermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325098?dataSource=Active
2026-13672,1325099,2026-08-18,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, D1825241 2 st",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,D1825241,1,Vårdaren 1,Söderberga Gårdsväg 33,Råcksta,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325099?dataSource=Active
2026-13681,1325108,2026-08-18,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, 55508",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,55508,1,Typhon 3,Västerlånggatan 64,Gamla Stan,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325108?dataSource=Active
2026-13682,1325109,2026-08-18,2026-09-22,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, 75108",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,75108,1,Fryshuset 2,Mårtensdalsgatan 2,Södra Hammarbyhamnen,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325109?dataSource=Active
2026-13684,1325111,2026-08-18,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, 72750",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,72750,1,Höjden 10,Johannesgatan 28,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325111?dataSource=Active
2026-13686,1325113,2026-08-18,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-18,"Intyg återkommande besiktning, ej godkänt, L6710821",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L6710821,1,Fredsfors 14,Karlsbodavägen 41,Mariehäll,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325113?dataSource=Active
2026-06493,1317831,2026-04-09,2026-08-27,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L4049599",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4049599,1,Lindkronan 1,Vita Liljans Väg 66,Bredäng,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1317831?dataSource=Active
2026-13637,1325064,2026-08-16,2026-08-19,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, S563508 (Besiktningsdatum 2026-08-10)",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S563508,1,Piplärkan 4,Baldersgatan 8A,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325064?dataSource=Active
2026-13755,1325182,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3700044",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3700044,1,Bajonetten 3,Fredrikshovsgatan 4,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325182?dataSource=Active
2026-13756,1325183,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3480761",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3480761,1,Norrtälje 22,Birger Jarlsgatan 38,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325183?dataSource=Active
2026-13759,1325186,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3505120",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3505120,1,Brädstapeln 16,Fleminggatan 18,Kungsholmen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325186?dataSource=Active
2026-13760,1325187,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3490133",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3490133,1,Oxen Mindre 31,Luntmakargatan 36,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325187?dataSource=Active
2026-13761,1325188,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3673878",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3673878,1,Diana 2,Brunnsgränd 4,Gamla Stan,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325188?dataSource=Active
2026-13762,1325189,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3714961",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3714961,1,Morellträdet 4,Pilgatan 23,Kungsholmen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325189?dataSource=Active
2026-13763,1325190,2026-08-19,2026-09-04,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3754397",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3754397,1,Gnistan 10,Karlavägen 72,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325190?dataSource=Active
2026-13764,1325191,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, S305740",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S305740,1,Gångaren 11,Lindhagensgatan 86,Stadshagen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325191?dataSource=Active
2026-13765,1325192,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3699477",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3699477,1,Kasernen 7,Grev Magnigatan 18,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325192?dataSource=Active
2026-13768,1325195,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3479987",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3479987,1,Katthuvudet 25,Bastugatan 27,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325195?dataSource=Active
2026-13769,1325196,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3110376",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3110376,1,Kornetten 12,Valhallavägen 140,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325196?dataSource=Active
2026-13770,1325197,2026-08-19,2026-09-04,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, S840894",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S840894,1,Kulan 1,Smedsbacksgatan 1,Ladugårdsgärdet,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325197?dataSource=Active
2026-13771,1325198,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, S565144",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S565144,1,Sämjan 1,Alpvägen 23,Mariehäll,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325198?dataSource=Active
2026-13772,1325199,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3664869",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3664869,1,Läraren 7,Torsgatan 8A,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325199?dataSource=Active
2026-13773,1325200,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3734670",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3734670,1,Nebulosan 21,Dalagatan 40,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325200?dataSource=Active
2026-13774,1325201,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L0073643",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L0073643,1,Diana 4,Nygränd 7,Gamla Stan,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325201?dataSource=Active
2026-13775,1325202,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3744570",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3744570,1,Oljan 22,Bondegatan 63,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325202?dataSource=Active
2026-13776,1325203,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3753399",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3753399,1,Oporto 7,Sandhamnsgatan 19,Ladugårdsgärdet,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325203?dataSource=Active
2026-13777,1325204,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3753142",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3753142,1,Paraden 1,Valhallavägen 147,Ladugårdsgärdet,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325204?dataSource=Active
2026-13778,1325205,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L1509181",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L1509181,1,Pegasus 10,Österlånggatan 6,Gamla Stan,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325205?dataSource=Active
2026-13780,1325207,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L0826321",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L0826321,1,Rådstugan 1,Källargränd 4,Gamla Stan,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325207?dataSource=Active
2026-13781,1325208,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3731684",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3731684,1,Rosen 5,Sigtunagatan 4,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325208?dataSource=Active
2026-13783,1325210,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3724911",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3724911,1,Rosen 6,Sigtunagatan 6,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325210?dataSource=Active
2026-13785,1325212,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3708732",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3708732,1,Skutan 37,Alströmergatan 14,Kungsholmen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325212?dataSource=Active
2026-13786,1325213,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3653664",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3653664,1,Småland 10,Björngårdsgatan 11,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325213?dataSource=Active
2026-13787,1325214,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3480100",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3480100,1,Granen 14,Floragatan 21,Östermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325214?dataSource=Active
2026-13788,1325215,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L1508191",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L1508191,1,Ångtvätten 16,Segelbåtsvägen 15,Stora Essingen,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325215?dataSource=Active
2026-13789,1325216,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L4055117",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4055117,1,Ångmaskinen 1,Slipgatan 16,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325216?dataSource=Active
2026-13790,1325217,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L9968454",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9968454,1,Nederland Mindre 15,Högbergsgatan 52,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325217?dataSource=Active
2026-13792,1325219,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3699543",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3699543,1,Verkstadsklubben 23,Rindögatan 38,Ladugårdsgärdet,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325219?dataSource=Active
2026-13794,1325221,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L4054474",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L4054474,1,Veken 12,Klippgatan 11,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325221?dataSource=Active
2026-13795,1325222,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3515533",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3515533,1,Uggleborg 14,Vasagatan 12,Norrmalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325222?dataSource=Active
2026-13796,1325223,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, S420953",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S420953,1,Trymån 3,Hässelby Torg 7,Hässelby Gård,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325223?dataSource=Active
2026-13797,1325224,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3730413",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3730413,1,Rosen 9,Sigtunagatan 12,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325224?dataSource=Active
2026-13798,1325225,2026-08-19,,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L9136748",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9136748,1,Surbrunn 8,Surbrunnsgatan 31B,Vasastaden,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325225?dataSource=Active
2026-13799,1325226,2026-08-19,2026-09-04,Anmaning att låta åtgärda hiss samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L3107398",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L3107398,1,Stallmästaren 16,Fredrikshovsgatan 5,Östermalm,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325226?dataSource=Active
2026-13802,1325229,2026-08-19,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L7143282",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7143282,1,Konstnärsgillet 1,Stora Sällskapets Väg 50,Bredäng,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325229?dataSource=Active
2026-13804,1325231,2026-08-19,2026-08-27,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, 2 st, L6786016, S587611",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L6786016 S587611,2,Djurgården 1:1,Djurgårdsslätten 43,Djurgården,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325231?dataSource=Active
2026-13805,1325232,2026-08-19,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, L7143291",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L7143291,1,Konstnärsgillet 1,Stora Sällskapets Väg 52,Bredäng,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325232?dataSource=Active
2026-13806,1325233,2026-08-19,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, 2 st, L9435207, L9435215",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,L9435207 L9435215,2,Fatburen 1,Medborgarplatsen 3,Södermalm,NO,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325233?dataSource=Active
2026-13807,1325234,2026-08-19,,Anmaning att låta åtgärda hissar samt utföra förnyad besiktning,2026-08-19,"Intyg återkommande besiktning, ej godkänt, 2 st, S368693, S421145",Skrivelse In,ej godkänt,DETERMINISTIC_FAILURE,LIFT,S368693 S421145,2,Svea Artilleri 14,"Valhallavägen 117H, Valhallavägen 117J",Ladugårdsgärdet,YES,https://etjanster.stockholm.se/Byggochplantjansten/arende/arende/1325234?dataSource=Active
